"id","name","year","study","published","student","paid","online","design","outcome","ref.type","vig.1","vig.2","es.calc","direction","n.1","m.1","sd.1","n.2","m.2","sd.2","count.1","count.2","fval","tval","pval","es","es.var"
"4","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","mix","no","no","within","differences in % of errors on incongruent trials in the improvement vs. impairment demand conditions","pvn","04_p_err","04_n_err","m_sd","negative",23,25.5,7.34,23,25.5,9.36,NA,NA,NA,NA,NA,0,0.0434782608695652
"4","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","mix","no","no","within","differences in % of errors on incongruent trials in the improvement vs. control demand conditions","cvp","04_p_err","N/A","m_sd","positive",23,27.9,8.6,23,25.5,9.36,NA,NA,NA,NA,NA,0.266545596903849,0.0450227512006267
"4","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","mix","no","no","within","differences in % of errors on incongruent trials in the impairment vs. control demand conditions","nvc","04_n_err","N/A","m_sd","negative",23,25.5,7.34,23,27.9,8.6,NA,NA,NA,NA,NA,-0.298345967867739,0.0454132677509334
"4","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","mix","no","no","within","differences in RT on congruent trials in the improvement vs. impairment demand conditions","pvn","04_p_rea","04_n_rea","m_sd","positive",23,339,35.6,23,337,37.6,NA,NA,NA,NA,NA,0.0545837216751513,0.043543030058085
"4","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","mix","no","no","within","differences in RT on congruent trials in the improvement vs. control condition","cvp","04_p_rea","N/A","m_sd","positive",23,339,36,23,337,37.6,NA,NA,NA,NA,NA,0.0543093406629727,0.0435423805322445
"4","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","mix","no","no","within","differences in RT  on congruent trials in the impairment vs. control condition","nvc","04_n_rea","N/A","m_sd","negative",23,339,35.6,23,339,36,NA,NA,NA,NA,NA,0,0.0434782608695652
"4","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","mix","no","no","within","differences in RT on incongruent trials in the improvement vs. impairment demand conditions","pvn","04_p_rea","04_n_rea","m_sd","positive",23,399,43.1,23,396,43.1,NA,NA,NA,NA,NA,0.0696055684454756,0.0435835855469265
"4","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","mix","no","no","within","differences in RT on incongruent trials in the improvement vs. control condition","cvp","04_p_rea","N/A","m_sd","positive",23,397,46.4,23,396,43.1,NA,NA,NA,NA,NA,0.022300937532165,0.0434890724307568
"4","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","mix","no","no","within","differences in RT  on incongruent trials in the impairment vs. control condition","nvc","04_n_rea","N/A","m_sd","positive",23,399,43.1,23,397,46.4,NA,NA,NA,NA,NA,0.04460187506433,0.0435215071143316
"5","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,1,"yes","yes","no","no","between","post-manipulation self-reported discomfort among participants who chose a placebo vs. were controls","cvp","05_p_dis","N/A","m_sd","positive",26,3.85,1.55,26,4.54,1.66,NA,NA,NA,NA,NA,0.429654346703696,0.0786981044003979
"5","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,1,"yes","yes","no","no","between","post-manipulation self-reported discomfort among participants who were assigned a placebo vs. were controls","cvp","05_p_dis","N/A","m_sd","positive",26,3.9,1.35,26,4.54,1.66,NA,NA,NA,NA,NA,0.423011655985486,0.0786436428951883
"5","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,1,"yes","yes","no","no","within","pre vs. post differencesself-reported discomfort among participants who chose a placebo","cvp","05_p_dis","N/A","m_sd","positive",26,3.85,1.55,26,4.68,1.24,NA,NA,NA,NA,NA,0.584260802889915,0.0450261670344917
"5","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,1,"yes","yes","no","no","within","pre vs. post differencesself-reported discomfort among participants who were assigned a placebo","cvp","05_p_dis","N/A","m_sd","positive",26,3.9,1.35,26,3.99,1.6,NA,NA,NA,NA,NA,0.0603700623814986,0.0385316258544605
"6","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","yes","no","no","between","post-manipulation self-reported discomfort among choice participants, expectation vs. no-expectation","cvp","05_p_dis","N/A","m_sd","negative",20,4,1.75,20,3.91,1.57,NA,NA,NA,NA,NA,-0.0541373583200347,0.100036635669573
"6","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","yes","no","no","between","post-manipulation self-reported discomfort among no-choice participants;
expectation vs. no-expectation","cvp","05_p_dis","N/A","m_sd","positive",20,4.06,1.46,20,4.31,1.71,NA,NA,NA,NA,NA,0.157240479231772,0.100309057103863
"6","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","yes","no","no","within","pre vs. post differencesself-reported discomfort among participants in the choice-expectation","cvp","05_p_dis","N/A","m_sd","positive",20,4,1.75,20,4.42,1.7,NA,NA,NA,NA,NA,0.243401586875893,0.0514811083123426
"6","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","yes","no","no","within","pre vs. post differencesself-reported discomfort among participants in the no-choice-expectation","cvp","05_p_dis","N/A","m_sd","negative",20,4.06,1.46,20,3.96,1.62,NA,NA,NA,NA,NA,-0.0646737995740686,0.0501045675087837
"7","The social psychology of perception experiments: Hills, backpacks, glucose and the problem of generalizability",2012,1,"yes","yes","no","no","between","Verbal estimates of steepness between normal backpack and ignored backpack condition","cvz","07_z_ver","N/A","f","positive",16,NA,NA,21,NA,NA,NA,NA,0.99,NA,NA,0.330178523139918,0.111592261904762
"7","The social psychology of perception experiments: Hills, backpacks, glucose and the problem of generalizability",2012,1,"yes","yes","no","no","between","Manual estimates of steepness between normal backpack and ignored backpack condition","cvz","07_z_man","N/A","f","positive",16,NA,NA,21,NA,NA,NA,NA,4.9,NA,NA,0.734563362367967,0.117410714285714
"8","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","between","ABC-high vs. ACB-high post ATF scores","pvn","08_p_pos","08_n_pos","m_sd","positive",35,44.77,12.41,38,27.21,12.66,NA,NA,NA,NA,NA,1.40021808821113,0.0683160584187677
"8","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","between","ABC-high vs. ACB-high follow-up ATF scores","pvn","08_p_fol","08_n_fol","m_sd","positive",35,46.14,10.43,38,31.53,13.82,NA,NA,NA,NA,NA,1.18649031025562,0.0645294047323078
"8","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","within","ABC-high pre vs. post ATF scores","cvp","08_p_pos","N/A","m_sd","positive",35,44.77,12.41,35,32.71,9.53,NA,NA,NA,NA,NA,1.07200338806544,0.0449884466289113
"8","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","within","ACB-high pre vs. post ATF scores","nvc","08_n_pos","N/A","m_sd","positive",38,27.21,12.66,38,32.95,8.93,NA,NA,NA,NA,NA,0.509409425562265,0.0297302363533115
"8","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","between","ABC-high vs. ACB-high change ATF scores","pvn","08_p_pos","08_n_pos","m_sd","positive",35,12.06,16.5,38,-5.74,11,NA,NA,NA,NA,NA,1.27984849105142,0.066106479415295
"8","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","between","ABC vs. ACB DRQ scores","pvn","08_p_drq","08_n_drq","m_sd","positive",65,1.75,0.78,65,1.27,0.7,NA,NA,NA,NA,NA,0.647703096180005,0.0323827665415429
"9","Effect of the destructive disagreement belief on satisfaction with one's closest friend",2004,1,"yes","yes","no",NA,"between","post-intervention relationship satisfaction scores for irrational vs. irrational counter demand","cvp","09_p_sat","N/A","m_sd","negative",32,3.33,1.01,34,3.2,0.85,NA,NA,NA,NA,NA,-0.139643743172445,0.0608094948195734
"9","Effect of the destructive disagreement belief on satisfaction with one's closest friend",2005,1,"yes","yes","no",NA,"between","post-intervention relationship satisfaction scores for rational vs. rational counter demand","nvc","09_n_sat","N/A","m_sd","positive",30,3.83,0.78,34,3.9,0.74,NA,NA,NA,NA,NA,0.0922299993473223,0.0628115540765564
"10","Experimental and psychotherapeutic demand characteristics and the cognitive therapy rationale: An analogue study",2004,1,"yes","yes","no","no","within","difference in pre vs. post scores for the ABC condition","cvp","08_p_pos","N/A","m_sd","positive",98,0.58,0.12,98,0.71,0.16,NA,NA,NA,NA,NA,0.901387818865997,0.0143494897959184
"10","Experimental and psychotherapeutic demand characteristics and the cognitive therapy rationale: An analogue study",2004,1,"yes","yes","no","no","within","difference in pre vs. post scores for the ACB condition","nvc","08_n_pos","N/A","m_sd","positive",100,0.55,0.11,100,0.45,0.17,NA,NA,NA,NA,NA,0.669649530182425,0.0122421524663677
"10","Experimental and psychotherapeutic demand characteristics and the cognitive therapy rationale: An analogue study",2004,1,"yes","yes","no","no","between","difference in post scores between the ABC and ACB","pvn","08_p_pos","08_n_pos","m_sd","positive",98,0.71,0.16,100,0.45,0.17,NA,NA,NA,NA,NA,1.57454823381133,0.0264646930988106
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","self-reported happiness for happy pose; positive demand vs. control","cvp","11_p_hap","N/A","m_sd","positive",86,1.59,1.34,77,1.25,1.28,NA,NA,NA,NA,NA,0.259142593720191,0.0248209165400763
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","self-reported happiness for happy pose; positive demand vs. null demand","pvz","11_p_hap","11_z_hap","m_sd","positive",86,1.59,1.34,87,0.64,0.87,NA,NA,NA,NA,NA,0.841924399994427,0.0251708208193998
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","self-reported happiness for happy pose; null demand vs. control","cvz","11_z_hap","N/A","m_sd","positive",87,0.64,0.87,77,1.25,1.28,NA,NA,NA,NA,NA,0.563838415267979,0.025450515124393
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","self-reported anger for angry pose; positive demand vs. control","cvp","11_p_ang","N/A","m_sd","positive",86,1.01,1.07,77,0.74,0.88,NA,NA,NA,NA,NA,0.274142674651865,0.0248454543381905
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","self-reported anger  for angry pose; positive demand vs. null demand","pvz","11_p_ang","11_z_ang","m_sd","positive",86,1.01,1.07,87,0.34,0.6,NA,NA,NA,NA,NA,0.773569444412186,0.0248516676113715
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","self-reported anger for angry pose; null demand vs. control","cvz","11_z_ang","N/A","m_sd","positive",77,0.74,0.88,87,0.34,0.6,NA,NA,NA,NA,NA,0.537210524213777,0.025361129114619
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported happiness for happy vs. neutral poses

positive demand vs. control","cvp","11_p_hap","N/A","m_sd","positive",86,1.27,1.31,77,0.89,1.32,NA,NA,NA,NA,NA,0.289032734677253,0.0248711773923308
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported happiness for happy vs. angry poses

positive demand vs. control","cvp","11_p_hap","N/A","m_sd","positive",86,1.36,1.26,77,0.97,1.27,NA,NA,NA,NA,NA,0.308366127317362,0.024906606063379
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported happiness for happy vs. neutral poses

positive demand vs. null demand","pvz","11_p_hap","11_z_hap","m_sd","positive",86,1.27,1.31,87,0.33,1.04,NA,NA,NA,NA,NA,0.79529905908345,0.0249501962473566
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported happiness for happy vs. angry poses

positive demand vs. null demand","pvz","11_p_hap","11_z_hap","m_sd","positive",86,1.36,1.26,87,0.43,0.75,NA,NA,NA,NA,NA,0.898203814179263,0.0254538653179553
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported happiness for happy vs. neutral poses

control vs. null demand","cvz","11_z_hap","N/A","m_sd","positive",77,0.89,1.32,87,0.33,1.04,NA,NA,NA,NA,NA,0.474711820990309,0.025168312546515
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported happiness for happy vs. angry poses

control vs. null demand","cvz","11_z_hap","N/A","m_sd","positive",77,0.97,1.27,87,0.43,0.75,NA,NA,NA,NA,NA,0.525665960693935,0.0253237192210405
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported anger for angry vs. neutral poses

positive demand vs. control","cvp","11_p_ang","N/A","m_sd","positive",86,0.67,0.89,77,0.55,0.79,NA,NA,NA,NA,NA,0.142134244388531,0.0246768897288734
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported anger for angry vs. happy poses

positive demand vs. control","cvp","11_p_ang","N/A","m_sd","positive",86,0.82,1.03,77,0.54,0.85,NA,NA,NA,NA,NA,0.294956157757007,0.0248817884760234
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported anger for angry  vs. neutral poses

positive demand vs. null demand","pvz","11_p_ang","11_z_ang","m_sd","positive",86,0.67,0.89,87,0.23,0.54,NA,NA,NA,NA,NA,0.598549966824741,0.0241575993381279
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported anger for angry vs. happy poses

positive demand vs. null demand","pvz","11_p_ang","11_z_ang","m_sd","positive",86,0.82,1.03,87,0.17,0.51,NA,NA,NA,NA,NA,0.801213237735985,0.0249774854350571
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported anger for anger vs. neutral poses

control vs. null demand","cvz","11_z_ang","N/A","m_sd","positive",77,0.55,0.79,87,0.23,0.54,NA,NA,NA,NA,NA,0.478311616872831,0.025178771966782
"11","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","difference in self-reported anger for angry vs. happy poses

control vs. null demand","cvz","11_z_ang","N/A","m_sd","positive",77,0.54,0.85,87,0.17,0.51,NA,NA,NA,NA,NA,0.535709821329093,0.0253562201674922
"12","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","self-reported happiness for happy pose; positive demand vs. control","cvp","12_p_hap","N/A","m_sd","positive",67,1.66,1.36,65,1.32,1.29,NA,NA,NA,NA,NA,0.256410189103901,0.0305590270987782
