"id.study","id.es","citation","name","year","study","published","country","student","paid","online","design","ref.type","vig.1","vig","es.calc","comparison","ref.r","es","es.var","lb","ub","att","mot","opp","bel","pre","report","external","internal"
"1","11","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_dur","N/A","f","diff_diff","single",0.426170279258455,0.187996191231898,-0.42365686095093,1.27599741946784,0.833333333333333,0.166666666666667,1.9,1.23333333333333,0.7,0.714285714285714,0,0.666666666666667
"1","12","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_dur","N/A","t","diff","single",1.44771229281282,0.235852435627852,0.495845329047425,2.39957925657822,0.833333333333333,0.166666666666667,1.9,1.23333333333333,0.7,0.714285714285714,0,0.666666666666667
"1","13","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_log","N/A","t","diff","single",-0.702440284086694,0.195791222376513,-1.56970700193168,0.164826433758289,0.918918918918919,0.38235294117647,1.67647058823529,0.823529411764706,0.647058823529412,0.714285714285714,0,0.666666666666667
"1","14","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_per","N/A","or","diff","single",0.661500574759431,0.248945691665222,-0.316430797628793,1.63943194714766,0.911764705882353,0.193548387096774,2,1.06451612903226,0.903225806451613,0.714285714285714,0,0.666666666666667
"1","15","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_dul","N/A","or","diff","single",1.89221736039749,0.48406106712682,0.528557213779424,3.25587750701555,0.833333333333333,0.5,2.06666666666667,0.933333333333333,0.866666666666667,0.714285714285714,0,0.666666666666667
"1","16","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_unp","N/A","or","diff","single",0.946108680198743,0.290436640276092,-0.110177927348961,2.00239528774645,1,0.484848484848485,2.09090909090909,1.24242424242424,1.15151515151515,0.714285714285714,0,0.666666666666667
"1","17","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_anx","N/A","or","diff","single",0.428198164862082,0.232349312220874,-0.516573298417641,1.37296962814181,0.764705882352941,0.769230769230769,2.11538461538462,1.38461538461538,0.961538461538461,0.714285714285714,0,0.666666666666667
"1","18","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_spa","N/A","or","diff","single",0.946108680198743,0.290436640276092,-0.110177927348961,2.00239528774645,0.833333333333333,0.566666666666667,2.3,1.26666666666667,1.13333333333333,0.714285714285714,0,0.666666666666667
"1","19","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_res","N/A","or","diff","single",1.17941109009609,0.30703301972044,0.093364107430036,2.26545807276215,0.810810810810811,0.533333333333333,2.16666666666667,1.36666666666667,1.13333333333333,0.714285714285714,0,0.666666666666667
"1","20","Orne & Scheibe (1964)","The contribution of nondeprivation factors in the production of sensory deprivation effects: The psychology of the ""panic button""",1964,1,"yes","USA","yes","yes","no","between","cvp","01_p_irr","N/A","or","diff","single",0.661500574759431,0.248945691665222,-0.316430797628793,1.63943194714766,0.944444444444444,0.676470588235294,2.08823529411765,1.29411764705882,0.970588235294118,0.714285714285714,0,0.666666666666667
"2","21","Kersbergen et al. (2019)","Hypothesis awareness as a demand characteristic in laboratory-based eating behaviour research: An experimental study",2019,1,"yes","GBR",NA,"no","no","between","cvp","02_p_coo","N/A","t","diff_diff","single",0.0865108811982458,0.0468203769437353,-0.337594247357227,0.510616009753718,0.945945945945946,0.0285714285714286,2.94285714285714,-0.885714285714286,0.171428571428571,1,0,1
"3","22","Martin et al. (2018)","Attention or instruction: Do sustained attentional abilities really differ between high and low hypnotisable persons?",2018,1,"yes","FRA",NA,"yes","no","between","pvn","03_p_swi","03_n_swi","m_sd","diff","double",0.385569677599732,0.164800047121823,-0.410103534858244,1.18124289005771,1.48185328185328,2.06547619047619,4.75892857142857,1.0297619047619,2.83779761904762,1,0,1
"3","23","Martin et al. (2018)","Attention or instruction: Do sustained attentional abilities really differ between high and low hypnotisable persons?",2018,1,"yes","FRA",NA,"yes","no","between","pvn","03_p_swi","03_n_swi","m_sd","diff","double",0.995299681014487,0.176008537546526,0.173013600724462,1.81758576130451,1.48185328185328,2.06547619047619,4.75892857142857,1.0297619047619,2.83779761904762,1,0,1
"3","24","Martin et al. (2018)","Attention or instruction: Do sustained attentional abilities really differ between high and low hypnotisable persons?",2018,1,"yes","FRA",NA,"yes","no","between","pvn","03_p_swi","03_n_swi","m_sd","diff","double",1.1238568718184,0.205615577817463,0.235097734738189,2.01261600889862,1.48185328185328,2.06547619047619,4.75892857142857,1.0297619047619,2.83779761904762,1,0,1
"3","25","Martin et al. (2018)","Attention or instruction: Do sustained attentional abilities really differ between high and low hypnotisable persons?",2018,1,"yes","FRA",NA,"yes","no","within","cvp","03_p_swi","N/A","m_sd","diff","single",0.279646557229787,0.117857888813934,-0.393230003268206,0.95252311772778,0.914285714285714,0.875,2.1875,0.125,1.21875,1,0,1
"3","26","Martin et al. (2018)","Attention or instruction: Do sustained attentional abilities really differ between high and low hypnotisable persons?",2018,1,"yes","FRA",NA,"yes","no","within","nvc","03_n_swi","N/A","m_sd","diff","single",0.192371892184647,0.115350351731548,-0.47330814447855,0.858051928847844,0.567567567567568,1.19047619047619,2.57142857142857,0.904761904761905,1.61904761904762,1,0,1
"3","27","Martin et al. (2018)","Attention or instruction: Do sustained attentional abilities really differ between high and low hypnotisable persons?",2018,1,"yes","FRA",NA,"yes","no","within","cvp","03_p_swi","N/A","m_sd","diff","single",0.608118151873713,0.130331528450651,-0.0994704289386261,1.31570673268605,0.914285714285714,0.875,2.1875,0.125,1.21875,1,0,1
"3","28","Martin et al. (2018)","Attention or instruction: Do sustained attentional abilities really differ between high and low hypnotisable persons?",2018,1,"yes","FRA",NA,"yes","no","within","nvc","03_n_swi","N/A","m_sd","diff","single",0.438489461689632,0.119975338864167,-0.24040468453685,1.11738360791611,0.567567567567568,1.19047619047619,2.57142857142857,0.904761904761905,1.61904761904762,1,0,1
"3","29","Martin et al. (2018)","Attention or instruction: Do sustained attentional abilities really differ between high and low hypnotisable persons?",2018,1,"yes","FRA",NA,"yes","no","within","cvp","03_p_swi","N/A","m_sd","diff","single",0.310540755788219,0.129309037400368,-0.394266734294891,1.01534824587133,0.914285714285714,0.875,2.1875,0.125,1.21875,1,0,1
"3","30","Martin et al. (2018)","Attention or instruction: Do sustained attentional abilities really differ between high and low hypnotisable persons?",2018,1,"yes","FRA",NA,"yes","no","within","nvc","03_n_swi","N/A","m_sd","diff","single",1.05064713053918,0.196470626194014,0.181876989715425,1.91941727136293,0.567567567567568,1.19047619047619,2.57142857142857,0.904761904761905,1.61904761904762,1,0,1
"4","31","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","cvp","04_p_age","N/A","t","diff","single",-1.69499208207902,0.146239571277775,-2.44452122562228,-0.945462938535752,0.911764705882353,0.774193548387097,2.03225806451613,0.709677419354839,1.16129032258065,1,0,1
"4","32","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","nvc","04_n_age","N/A","t","diff","single",2.39335791847209,0.233135865943937,1.44698867625728,3.3397271606869,0.764705882352941,-0.153846153846154,1.64,0.8,0.2,1,0,1
"4","33","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","pvn","04_p_age","04_n_age","t","diff","double",1.06937268697689,0.0936044343099109,0.46971378823115,1.66903158572263,1.67647058823529,0.620347394540943,3.67225806451613,1.50967741935484,1.36129032258065,1,0,1
"4","34","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","pvn","04_p_per","04_n_per","t","diff","double",0.814760142458583,0.0790041431038617,0.263849699511823,1.36567058540534,1.62162162162162,1.11902113459399,3.8754171301446,1.53058954393771,1.81868743047831,1,0,1
"4","35","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","pvn","04_p_err","04_n_err","m_sd","diff","double",-0.0553522526583584,0.0588937451688468,-0.531005709957516,0.4203012046408,1.85873015873016,0.924632352941176,3.85661764705882,1.56617647058824,1.28676470588235,1,0,1
"4","36","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","cvp","04_p_err","N/A","m_sd","diff","single",-0.105592256670921,0.0591398363408534,-0.582238451753839,0.371053938411996,0.914285714285714,0.71875,1.5625,0.625,0.875,1,0,1
"4","37","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","nvc","04_n_err","N/A","m_sd","diff","single",0.0519167219740871,0.0588825291646001,-0.423691440317865,0.527524884266039,0.944444444444444,0.205882352941176,2.29411764705882,0.941176470588235,0.411764705882353,1,0,1
"4","38","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","pvn","04_p_err","04_n_err","m_sd","diff","double",0,0.0588004968944099,-0.475276749767507,0.475276749767507,1.85873015873016,0.924632352941176,3.85661764705882,1.56617647058824,1.28676470588235,1,0,1
"4","39","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","cvp","04_p_err","N/A","m_sd","diff","single",0.262243283147272,0.0608935437504579,-0.221418414397364,0.745904980691908,0.914285714285714,0.71875,1.5625,0.625,0.875,1,0,1
"4","40","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","nvc","04_n_err","N/A","m_sd","diff","single",-0.294264612307041,0.0614358953048164,-0.780075414371984,0.191546189757901,0.944444444444444,0.205882352941176,2.29411764705882,0.941176470588235,0.411764705882353,1,0,1
"4","41","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","pvn","04_p_rea","04_n_rea","m_sd","diff","double",0.0536708493097194,0.0588881661137986,-0.421960077925641,0.52930177654508,1.6981981981982,1.14583333333333,3.6375,1.44166666666667,1.43125,1,0,1
"4","42","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","cvp","04_p_rea","N/A","m_sd","diff","single",0.0533927236977938,0.0588872598535712,-0.422234543659198,0.529019991054785,0.864864864864865,0.8125,1.9375,0.875,1.03125,1,0,1
"4","43","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","nvc","04_n_rea","N/A","m_sd","diff","single",0,0.0588004968944099,-0.475276749767507,0.475276749767507,0.833333333333333,0.333333333333333,1.7,0.566666666666667,0.4,1,0,1
"4","44","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","pvn","04_p_rea","04_n_rea","m_sd","diff","double",0.0684123301292675,0.0589429391917839,-0.407439742682396,0.544264402940931,1.6981981981982,1.14583333333333,3.6375,1.44166666666667,1.43125,1,0,1
"4","45","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","cvp","04_p_rea","N/A","m_sd","diff","single",0.0219356140373268,0.0588151412341593,-0.453400316190072,0.497271544264726,0.864864864864865,0.8125,1.9375,0.875,1.03125,1,0,1
"4","46","Hoogeveen et al. (2018)","Did I do that? Expectancy effects of brain stimulation on error-related negativity and sense of agency",2017,1,"yes","NLD","mix","no","no","within","nvc","04_n_rea","N/A","m_sd","diff","single",0.0438712280746536,0.0588590742534075,-0.431642199340273,0.51938465548958,0.833333333333333,0.333333333333333,1.7,0.566666666666667,0.4,1,0,1
"5","47","Rose et al. (2014, Study 1)","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,1,"yes","USA","yes","no","no","between","cvp","05_p_dis","N/A","m_sd","diff","single",0.423177145497107,0.0763431827137114,-0.118376148937516,0.964730439931731,0.868421052631579,0.454545454545455,2.87878787878788,0.484848484848485,0.848484848484848,0.857142857142857,0,1
"5","48","Rose et al. (2014, Study 1)","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,1,"yes","USA","yes","no","no","between","cvp","05_p_dis","N/A","m_sd","diff","single",0.416634595845001,0.076290350886633,-0.124731280403299,0.958000472093301,0.868421052631579,0.454545454545455,2.87878787878788,0.484848484848485,0.848484848484848,0.857142857142857,0,1
"5","49","Rose et al. (2014, Study 1)","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,1,"yes","USA","yes","no","no","within","cvp","05_p_dis","N/A","m_sd","diff","single",0.579407900046394,0.0612733299520165,0.0942402750510044,1.06457552504178,0.868421052631579,0.454545454545455,2.87878787878788,0.484848484848485,0.848484848484848,0.857142857142857,0,1
"5","50","Rose et al. (2014, Study 1)","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,1,"yes","USA","yes","no","no","within","cvp","05_p_dis","N/A","m_sd","diff","single",0.0597002818636148,0.0523308463486664,-0.388668070423917,0.508068634151147,0.868421052631579,0.454545454545455,2.87878787878788,0.484848484848485,0.848484848484848,0.857142857142857,0,1
"6","51","Rose et al. (2014, Study 2)","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","USA","yes","no","no","between","cvp","05_p_dis","N/A","m_sd","diff","single",-0.0530617816646698,0.0961011564276276,-0.66066543745714,0.5545418741278,0.868421052631579,0.454545454545455,2.87878787878788,0.484848484848485,0.848484848484848,0.857142857142857,0,1
"6","52","Rose et al. (2014, Study 2)","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","USA","yes","no","no","between","cvp","05_p_dis","N/A","m_sd","diff","single",0.154116496200677,0.0963628606992244,-0.454313915319112,0.762546907720467,0.868421052631579,0.454545454545455,2.87878787878788,0.484848484848485,0.848484848484848,0.857142857142857,0,1
"6","53","Rose et al. (2014, Study 2)","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","USA","yes","no","no","within","cvp","05_p_dis","N/A","m_sd","diff","single",0.238594414213189,0.0692386287207275,-0.2771449735531,0.754333801979478,0.868421052631579,0.454545454545455,2.87878787878788,0.484848484848485,0.848484848484848,0.857142857142857,0,1
"6","54","Rose et al. (2014, Study 2)","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","USA","yes","no","no","within","cvp","05_p_dis","N/A","m_sd","diff","single",-0.0634860769932163,0.0673872402824664,-0.572283504531056,0.445311350544623,0.868421052631579,0.454545454545455,2.87878787878788,0.484848484848485,0.848484848484848,0.857142857142857,0,1
"7","55","Durgin et al. (2012)","The social psychology of perception experiments: Hills, backpacks, glucose and the problem of generalizability",2012,1,"yes","USA","yes","no","no","between","cvz","07_z_ver","N/A","f","diff","single",0.323052367964236,0.106827311018605,-0.317562803577209,0.963667539505681,0.857142857142857,-0.133333333333333,2.53333333333333,-0.366666666666667,0.366666666666667,0.857142857142857,0,0.666666666666667
"7","56","Durgin et al. (2012)","The social psychology of perception experiments: Hills, backpacks, glucose and the problem of generalizability",2012,1,"yes","USA","yes","no","no","between","cvz","07_z_man","N/A","f","diff","single",0.718709476849234,0.112397317500573,0.0616055772182843,1.37581337648018,0.861111111111111,-0.0333333333333334,2.51612903225806,-0.4,-0.0999999999999999,0.857142857142857,0,0.666666666666667
"8","57","Busch et al. (2007)","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","USA","yes","no","no","between","pvn","08_p_pos","08_n_pos","m_sd","diff","double",1.38537478692267,0.0668753384363819,0.878513563176756,1.89223601066858,1.46507936507937,1,3.53846153846154,1.19230769230769,1.76923076923077,1,0,0.5
"8","58","Busch et al. (2007)","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","USA","yes","no","no","between","pvn","08_p_fol","08_n_fol","m_sd","diff","double",1.17391267445785,0.0631685416350926,0.681298962158478,1.66652638675723,1.61868686868687,0.779354838709677,4.1058064516129,1.69677419354839,1.89677419354839,1,0,0.5
"8","59","Busch et al. (2007)","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","USA","yes","no","no","within","cvp","08_p_pos","N/A","m_sd","diff","single",1.07020315075245,0.0620259887155585,0.582064811498418,1.55834149000649,0.742857142857143,0.576923076923077,1.88461538461538,0.384615384615385,0.769230769230769,1,0,0.5
"8","60","Busch et al. (2007)","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","USA","yes","no","no","within","nvc","08_n_pos","N/A","m_sd","diff","single",0.51231258848974,0.0409314510930893,0.115774743487258,0.908850433492221,0.722222222222222,0.423076923076923,1.65384615384615,0.807692307692308,1,1,0,0.5
"8","61","Busch et al. (2007)","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","USA","yes","no","no","between","pvn","08_p_pos","08_n_pos","m_sd","diff_diff","double",1.26628119255971,0.0647123573294601,0.767684168985709,1.76487821613371,1.46507936507937,1,3.53846153846154,1.19230769230769,1.76923076923077,1,0,0.5
"8","62","Busch et al. (2007)","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","USA","yes","no","no","between","pvn","08_p_drq","08_n_drq","m_sd","diff","double",0.643900533971512,0.0320036544926557,0.293265055020813,0.994536012922211,1.48648648648649,1.26984126984127,4.76455026455026,1.68386243386243,1.95502645502646,1,0,0.5
"9","63","Cramer (2005)","Effect of the destructive disagreement belief on satisfaction with one's closest friend",2005,1,"yes","GBR","yes","no",NA,"between","cvp","09_p_sat","N/A","m_sd","diff","single",-0.13800087560571,0.0593870997158352,-0.615642459084737,0.339640707873317,0.742857142857143,0.307692307692308,2.23076923076923,-0.653846153846154,0.576923076923077,0.857142857142857,0,0.5
"9","64","Cramer (2005)","Effect of the destructive disagreement belief on satisfaction with one's closest friend",2005,1,"yes","GBR","yes","no",NA,"between","nvc","09_n_sat","N/A","m_sd","diff","single",0.0911097969260997,0.0612950332492232,-0.394143744771656,0.576363338623856,0.648648648648649,-0.625,2.375,-0.375,0.125,0.857142857142857,0,0.5
"10","65","Kanter et al. (2004)","Experimental and psychotherapeutic demand characteristics and the cognitive therapy rationale: An analogue study",2004,1,"yes","USA","yes","no","no","within","cvp","08_p_pos","N/A","m_sd","diff","single",0.907931273407491,0.0200634663931866,0.6303059638695,1.18555658294548,0.742857142857143,0.576923076923077,1.88461538461538,0.384615384615385,0.769230769230769,0.857142857142857,0,1
"10","66","Kanter et al. (2004)","Experimental and psychotherapeutic demand characteristics and the cognitive therapy rationale: An analogue study",2004,1,"yes","USA","yes","no","no","within","nvc","08_n_pos","N/A","m_sd","diff","single",0.683048284807979,0.0171598914059641,0.426296578240814,0.939799991375144,0.722222222222222,0.423076923076923,1.65384615384615,0.807692307692308,1,0.857142857142857,0,1
"10","67","Kanter et al. (2004)","Experimental and psychotherapeutic demand characteristics and the cognitive therapy rationale: An analogue study",2004,1,"yes","USA","yes","no","no","between","pvn","08_p_pos","08_n_pos","m_sd","diff","double",1.56851548195765,0.026262287011048,1.25088487609348,1.88614608782182,1.46507936507937,1,3.53846153846154,1.19230769230769,1.76923076923077,0.857142857142857,0,1
"11","68","Coles et al. (2022, Study 1)","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","USA","yes","no","no","between","cvp","11_p_hap","N/A","m_sd","diff","single",0.257933530296924,0.0245898464255936,-0.0494170090365222,0.56528406963037,0.942857142857143,0.545454545454546,2.54545454545455,0.878787878787879,1.24242424242424,0.857142857142857,0,1
"11","69","Coles et al. (2022, Study 1)","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","USA","yes","no","no","between","pvz","11_p_hap","11_z_hap","m_sd","diff","double",0.838226342600601,0.0249501864929087,0.528632033171054,1.14782065203015,1.64873949579832,0.962121212121212,4.92045454545454,1.08712121212121,1.99242424242424,0.857142857142857,0,1
"11","70","Coles et al. (2022, Study 1)","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","USA","yes","no","no","between","cvz","11_z_hap","N/A","m_sd","diff","single",0.561224017670137,0.0252150451629809,0.249990797241939,0.872457238098334,0.705882352941177,0.416666666666667,2.375,0.208333333333333,0.75,0.857142857142857,0,1
"11","71","Coles et al. (2022, Study 1)","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","USA","yes","no","no","between","cvp","11_p_ang","N/A","m_sd","diff","single",0.272863626403101,0.024614155789282,-0.0346387977826374,0.580366050588839,0.88235294117647,0.633333333333333,2.46666666666667,1.06666666666667,0.966666666666667,0.857142857142857,0,1
"11","72","Coles et al. (2022, Study 1)","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","USA","yes","no","no","between","pvz","11_p_ang","11_z_ang","m_sd","diff","double",0.770171628404519,0.0246338308159425,0.462546329603324,1.07779692720571,1.55882352941176,0.850724637681159,4.85797101449275,1.76231884057971,1.61884057971014,0.857142857142857,0,1
"11","73","Coles et al. (2022, Study 1)","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","USA","yes","no","no","between","cvz","11_z_ang","N/A","m_sd","diff","single",0.534719594426078,0.0251264861588753,0.224033403506791,0.845405785345364,0.676470588235294,0.217391304347826,2.39130434782609,0.695652173913043,0.652173913043478,0.857142857142857,0,1
"11","74","Coles et al. (2022, Study 1)","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","USA","yes","no","no","between","cvp","11_p_hap","N/A","m_sd","diff_diff","single",0.287684214919816,0.0246396393748654,-0.0199773501520706,0.595345779991703,0.942857142857143,0.545454545454546,2.54545454545455,0.878787878787879,1.24242424242424,0.857142857142857,0,1
