"id.study","id.es","name","year","study","published","student","paid","online","design","ref.type","ref.r","es","es.var"
"6","52","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","yes","no","no","between","cvp","single",0.157240479231772,0.100309057103863
"6","53","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","yes","no","no","within","cvp","single",0.242993878738956,0.010295230125523
"6","54","Choice-making, expectations, and treatment positivity: How and when choosing shapes aversive experiences",2014,2,"yes","yes","no","no","within","cvp","single",-0.0633317430228642,0.0100200545483716
"7","55","The social psychology of perception experiments: Hills, backpacks, glucose and the problem of generalizability",2012,1,"yes","yes","no","no","between","cvz","single",0.330178523139918,0.111592261904762
"7","56","The social psychology of perception experiments: Hills, backpacks, glucose and the problem of generalizability",2012,1,"yes","yes","no","no","between","cvz","single",0.734563362367967,0.117410714285714
"8","57","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","between","pvn","double",1.40021808821113,0.0683160584187677
"8","58","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","between","pvn","double",1.18649031025562,0.0645294047323078
"8","59","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","within","cvp","single",0.954204409864404,0.00831573158801336
"8","60","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","within","nvc","single",0.424756217392824,0.00573794169529963
"8","61","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","between","pvn","double",1.27984849105142,0.066106479415295
"8","62","A follow-up analogue study on the effectiveness of the cognitive rationale",2007,1,"yes","yes","no","no","between","pvn","double",0.647703096180005,0.0323827665415429
"9","63","Effect of the destructive disagreement belief on satisfaction with one's closest friend",2004,1,"yes","yes","no",NA,"between","cvp","single",-0.139643743172445,0.0608094948195734
"9","64","Effect of the destructive disagreement belief on satisfaction with one's closest friend",2005,1,"yes","yes","no",NA,"between","nvc","single",0.0922299993473223,0.0628115540765564
"10","65","Experimental and psychotherapeutic demand characteristics and the cognitive therapy rationale: An analogue study",2004,1,"yes","yes","no","no","within","cvp","single",0.788240781368082,0.00267481992797119
"10","66","Experimental and psychotherapeutic demand characteristics and the cognitive therapy rationale: An analogue study",2004,1,"yes","yes","no","no","within","nvc","single",0.52199575097188,0.0022724795640327
"10","67","Experimental and psychotherapeutic demand characteristics and the cognitive therapy rationale: An analogue study",2004,1,"yes","yes","no","no","between","pvn","double",1.57454823381133,0.0264646930988106
"11","68","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvp","single",0.259142593720191,0.0248209165400763
"11","69","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","pvz","double",0.841924399994427,0.0251708208193998
"11","70","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvz","single",0.563838415267979,0.025450515124393
"11","71","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvp","single",0.274142674651865,0.0248454543381905
"11","72","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","pvz","double",0.773569444412186,0.0248516676113715
"11","73","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvz","single",0.537210524213777,0.025361129114619
"11","74","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvp","single",0.289032734677253,0.0248711773923308
"11","75","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvp","single",0.308366127317362,0.024906606063379
"11","76","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","pvz","double",0.79529905908345,0.0249501962473566
"11","77","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","pvz","double",0.898203814179263,0.0254538653179553
"11","78","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvz","single",0.474711820990309,0.025168312546515
"11","79","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvz","single",0.525665960693935,0.0253237192210405
"11","80","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvp","single",0.142134244388531,0.0246768897288734
"11","81","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvp","single",0.294956157757007,0.0248817884760234
"11","82","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","pvz","double",0.598549966824741,0.0241575993381279
"11","83","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","pvz","double",0.801213237735985,0.0249774854350571
"11","84","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvz","single",0.478311616872831,0.025178771966782
"11","85","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,1,"yes","yes","no","no","between","cvz","single",0.535709821329093,0.0253562201674922
"12","86","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvp","single",0.256410189103901,0.0305590270987782
"12","87","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","pvz","double",0.472365490973143,0.0324705010492718
"12","88","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvz","single",0.215609493941688,0.0322372318667932
"12","89","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvp","single",-0.29333177335844,0.030635910978268
"12","90","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","pvz","double",0.281366218778262,0.0319037207028438
"12","91","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvz","single",0.580119162353007,0.0333974350213987
"12","92","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvp","single",0.184808092155856,0.03043935984821
"12","93","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvp","single",0.225366650975035,0.0305023753650487
"12","94","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","pvz","double",0.243007897049505,0.0318245312892959
"12","95","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","pvz","double",0.414411702759383,0.0322681699560499
"12","96","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvz","single",0.0370546951927323,0.0320567742530254
"12","97","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvz","single",0.158373841078488,0.0321516111454339
"12","98","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvp","single",0,0.0303099885189437
"12","99","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvp","single",0.063482313725492,0.0303252536862011
"12","100","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","pvz","double",0.298511594276385,0.031942863312481
"12","101","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","pvz","double",0.271374946043585,0.0318819782314681
"12","102","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvz","single",0.279954366861133,0.0323647798413805
"12","103","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,2,"yes","yes","no","yes","between","cvz","single",0.203796321470226,0.0322174138138612
"13","104","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,3,"yes","yes","no","yes","between","pvz","double",0.342446649782697,0.0310693801863956
"13","105","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,3,"yes","yes","no","yes","between","pvz","double",0.430358988234152,0.0313286899222984
"13","106","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,3,"yes","yes","no","yes","between","pvz","double",0.327299597766655,0.031030660028956
"13","107","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,3,"yes","yes","no","yes","between","pvz","double",0.356056222391582,0.0311056638717253
"13","108","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,3,"yes","yes","no","yes","between","pvz","double",0.454186280288321,0.0314091338858412
"13","109","Fact or artifact? Demand characteristics and participants’ beliefs can moderate, but do not fully account for, the effects of facial feedback on emotional experience",2022,3,"yes","yes","no","yes","between","pvz","double",0.532479736153074,0.0317039792759615
"14","110","Demand effects in survey experiments: An empirical assessment",2019,2,"yes","no","yes","yes","between","nvc","single",-0.0662266178556272,0.00388943341320146
"14","111","Demand effects in survey experiments: An empirical assessment",2019,2,"yes","no","yes","yes","between","cvp","single",0.0445789697735227,0.00397870302069152
"14","112","Demand effects in survey experiments: An empirical assessment",2019,2,"yes","no","yes","yes","between","pvn","double",-0.0222549382486859,0.00396662749429495
"40","113","Demand effects in survey experiments: An empirical assessment",2019,2,"yes","no","yes","yes","between","nvc","single",0.022617115403982,0.00409632001331753
"40","114","Demand effects in survey experiments: An empirical assessment",2019,2,"yes","no","yes","yes","between","cvp","single",0.0443873814027745,0.00396568282378627
"40","115","Demand effects in survey experiments: An empirical assessment",2019,2,"yes","no","yes","yes","between","pvn","double",0.0659639228016545,0.00387877330973453
"15","116","Demand effects in survey experiments: An empirical assessment",2019,3,"yes","no","yes","yes","between","cvp","single",0.0156954567730247,0.0031397173898675
"15","117","Demand effects in survey experiments: An empirical assessment",2019,3,"yes","no","yes","yes","between","cvp","single",0.188997206567009,0.00329700363824528
"41","118","Demand effects in survey experiments: An empirical assessment",2019,3,"yes","no","yes","yes","between","cvp","single",0.0600682577789498,0.00321470944938075
"41","119","Demand effects in survey experiments: An empirical assessment",2019,3,"yes","no","yes","yes","between","cvp","single",0.10070873224405,0.00325210199935332
"16","120","Demand effects in survey experiments: An empirical assessment",2019,4,"yes","no","yes","yes","between","cvp","single",0,0.00252738129450458
"16","121","Demand effects in survey experiments: An empirical assessment",2019,4,"yes","no","yes","yes","between","cvp","single",-0.0118930978291041,0.00254631880296358
"17","122","Demand effects in survey experiments: An empirical assessment",2019,5,"yes","no","yes","yes","between","cvp","single",0.0116072992036625,0.0010779361414769
"17","123","Demand effects in survey experiments: An empirical assessment",2019,5,"yes","no","yes","yes","between","cvp","single",-0.0232300363101978,0.00107946523516179
"42","124","Demand effects in survey experiments: An empirical assessment",2019,5,"yes","no","yes","yes","between","cvp","single",0.0116977050186884,0.00109470980199769
"42","125","Demand effects in survey experiments: An empirical assessment",2019,5,"yes","no","yes","yes","between","cvp","single",0.0115853120716248,0.00107449013306966
"43","126","Demand effects in survey experiments: An empirical assessment",2019,5,"yes","no","yes","yes","between","cvp","single",-0.0465354658133516,0.00108319236736812
"43","127","Demand effects in survey experiments: An empirical assessment",2019,5,"yes","no","yes","yes","between","cvp","single",0.0698511369668911,0.00108500815539183
"18","128","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","pvn","double",0.592454922022644,0.0835100283462886
"18","129","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","cvp","single",0.220424372598593,0.0821624514017226
"18","130","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","nvc","single",0.709905357483848,0.0868091729583429
"18","131","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","pvn","double",0.7465,0.0855726225
"18","132","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","cvp","single",-0.0307999999999999,0.0816763466666667
"18","133","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","nvc","single",0.7773,0.0878319247278912
"18","134","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","pvn","double",-43.0880068920056,18.6457633792552
"18","135","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","cvp","single",-71.7796016713299,52.6562709125319
"18","136","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","nvc","single",34.3315954841801,12.1087936920684
"18","137","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","pvn","double",-82.7146533678469,68.4971388176306
"18","138","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","cvp","single",105.711495003545,114.111464379773
"18","139","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","nvc","single",-212.572536906983,461.174354902083
"18","140","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","pvn","double",-0.192229904504735,0.080369523361859
"18","141","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","cvp","single",-0.194253477770916,0.0820517117036676
"18","142","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","nvc","single",-0.194253477770916,0.0820517117036676
"18","143","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","pvn","double",-0.192229904504735,0.080369523361859
"18","144","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","cvp","single",-0.194253477770916,0.0820517117036676
"18","145","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","nvc","single",-0.194253477770916,0.0820517117036676
"18","146","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","pvn","double",-0.192229904504735,0.080369523361859
"18","147","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","cvp","single",-0.194253477770916,0.0820517117036676
"18","148","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","nvc","single",-0.194253477770916,0.0820517117036676
"18","149","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","pvn","double",-0.192229904504735,0.080369523361859
"18","150","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","cvp","single",-0.194253477770916,0.0820517117036676
"18","151","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","nvc","single",-0.194253477770916,0.0820517117036676
"18","152","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","pvn","double",-0.192229904504735,0.080369523361859
"18","153","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","cvp","single",-0.194253477770916,0.0820517117036676
"18","154","Demand characteristics, pre-test attitudes and time-on-task trends in the effects of chewing gum on attention and reported mood in healthy volunteers",2012,1,"yes","yes",NA,"no","between","nvc","single",-0.194253477770916,0.0820517117036676
"19","155","Isager's student replication of Coles et al. 2022",2022,1,"no","yes","no","yes","between","pvz","double",0.120189955661337,0.0730756209498815
"19","156","Isager's student replication of Coles et al. 2022",2022,1,"no","yes","no","yes","between","pvz","double",-0.0354576107606605,0.0729557265564177
"20","157","The induction of anomalous experiences in a mirror-gazing facility",2012,1,"yes","no","no","no","between","pvz","double",0.598010604037957,0.104470208531773
"20","158","The induction of anomalous experiences in a mirror-gazing facility",2012,1,"yes","no","no","no","between","pvz","double",0.531064524911869,0.103525369120248
"20","159","The induction of anomalous experiences in a mirror-gazing facility",2012,1,"yes","no","no","no","between","pvz","double",-0.509412140781512,0.103243759114695
"20","160","The induction of anomalous experiences in a mirror-gazing facility",2012,1,"yes","no","no","no","between","pvz","double",-0.360656125403192,0.101625910509886
